,mse cv train,rmse cv train,mae cv train,r2 cv train,mse test,rmse test,mae test,r2 test,seed
0,0.007398951713542591,0.0727159060193869,0.0727159060193869,-0.32426734495593834,0.0061131198520869125,0.07818644289189088,0.06924538969786907,-0.2576948664566907,21
1,0.008657068786731618,0.08232533860768027,0.08232533860768027,-0.6358401895693009,0.013305269191129858,0.11534846852529018,0.09645989756211282,-1.6198768993965653,21
2,0.004237829236857239,0.057402327352277696,0.057402327352277696,0.19093142848330924,0.012624982403240977,0.11236094696664396,0.09155170713312334,-1.2531817804030783,21
3,0.005652391766231473,0.06504267787784687,0.06504267787784687,-0.13732955861437168,0.007123996617502189,0.08440377134644038,0.07405370312267283,-0.09845185166890547,21
4,0.0067684696778186615,0.07400432759733361,0.07400432759733361,-0.39591074224484535,0.009820947562780999,0.09910069405801858,0.09456810456093329,-0.5722625008280429,21
5,0.010196698480242827,0.09241313419373147,0.09241313419373147,-0.8205704877826732,0.003103425156185229,0.05570839394727898,0.043199370490156784,0.35636190344857743,21
6,0.00625992272212443,0.06543515813859029,0.06543515813859029,-0.22516616830702918,0.00458562642419702,0.06771725351929905,0.052061520904893195,0.2231360158811353,21
7,0.013102919505306667,0.10036715173658596,0.10036715173658596,-1.0709245224820143,0.009306849542856183,0.09647201429873942,0.08491673767946985,-3.235962960634919,21
8,0.00758546494716631,0.07589070182754926,0.07589070182754926,-0.2832271346849824,0.012323474589210804,0.11101114623861337,0.0779065300540487,-7.277574854754077,21
9,0.008457495347415776,0.08181259119237747,0.08181259119237747,-0.46383920469260653,0.007111426806293626,0.0843292760925506,0.07318532091397822,-0.6699584734957376,21
10,0.008881561320084495,0.07300710867905452,0.07300710867905452,-0.833849737714772,0.011102341349247117,0.10536764849443646,0.09910072576409303,-0.6747272060906715,21
11,0.016174655019719524,0.1088476728647017,0.1088476728647017,-1.6374287800375216,0.0067991113658561865,0.08245672420037184,0.05776826897681853,-1.1116149839412452,21
12,0.008073855669857445,0.07675690043817318,0.07675690043817318,-0.44462995826599894,0.0072960026154041775,0.08541664132593939,0.06618676485567672,-1.3394377088233118,21
13,0.006380564976586715,0.06973027068521964,0.06973027068521964,-0.010083544931107635,0.006116788120887894,0.07820989784476064,0.06357269250495967,-1.5245718028476323,21
14,0.006096847506708971,0.06534590183661758,0.06534590183661758,-0.10413594464429687,0.0008354140415681413,0.028903529915360535,0.02511657985687545,0.8303276803960857,21
