,mse cv train,rmse cv train,mae cv train,r2 cv train,mse test,rmse test,mae test,r2 test,seed
0,0.05127503279200222,0.18216788341468407,0.17910168928932582,-0.09624343135320679,0.05090927137571156,0.22563082984315674,0.20805297949377713,-0.7967115365959856,21
1,0.15645630712075892,0.3434351983242882,0.3394951674757651,-2.3699972968098355,0.12898769741989588,0.35914857290527535,0.3249652940062844,-3.163086005516334,21
2,0.09535843575948338,0.2572141240839735,0.2562241283208395,-1.2999228473472684,0.05734166820432925,0.2394612039649205,0.19343175453205602,0.07250883276816078,21
3,0.03319853317204576,0.14229321646921322,0.1402428527599248,0.04335389566855219,0.04153383921708588,0.20379852604247628,0.17429773372994198,0.24707431681938297,21
4,0.08335913991491822,0.2460230010918358,0.2441030776110227,-0.8709518558055946,0.09150040927073842,0.30249034574798983,0.23456531198907732,-0.8216805031148149,21
5,0.038228841456634965,0.17461985208820685,0.1721972183506667,0.06243405354534359,0.05396153638294885,0.2322962255030177,0.19415125181924187,-0.19276221705363294,21
6,0.11775830627113855,0.28010447241746816,0.27474395745706987,-1.8320450722488189,0.07966232887331617,0.28224515739568706,0.25776809082508784,-0.47533982719498535,21
7,0.09618978290202601,0.27598396259018154,0.2736060261305896,-1.794245570038437,0.15295396572059575,0.3910932954175969,0.3315542785832793,-2.2753886549729887,21
8,0.1019496999163852,0.28758490880980103,0.28430088148674504,-1.0606593683373151,0.041695949744575474,0.2041958612327279,0.18520862653832562,-0.4267468837180157,21
9,0.08466423813946589,0.217840710226341,0.21015542469274373,-0.8101522426444663,0.03487984925753913,0.18676147690982509,0.1459064187327365,-0.02723441135918847,21
10,0.08925116170983385,0.2542564528107471,0.25173310064104404,-1.4504633641864584,0.12158615244916444,0.3486920596302193,0.2912875158771714,-1.1637689656457684,21
11,0.0860675905619047,0.25461550437794545,0.2526021826554381,-0.7867125083962936,0.028914541629715775,0.17004276412042876,0.11207884773015142,-0.41794689737397217,21
12,0.09763745395734716,0.27123721603901246,0.2652324638785491,-1.1081153613491752,0.043347016125869595,0.20819946235730197,0.15815316876462449,-0.2560637434462507,21
13,0.05586213442159243,0.19386686954848079,0.19151437142823385,-0.24936256070990126,0.14622777137541712,0.38239739980211307,0.2958931080658794,-2.87599307443224,21
14,0.11458662303316153,0.28215031438583904,0.27771693849750684,-1.9987454304384293,0.1720535068619307,0.414793330300682,0.3658090305053392,-2.164410268085956,21
15,0.1035504197194293,0.2602864899355779,0.25316891725536667,-0.9214880332559718,0.03419540638391845,0.18491999995651756,0.15738506003828268,-0.8688098514521572,21
16,0.08579276741475601,0.2630623951239188,0.25344418125119217,-1.4260801422146718,0.06981065366474702,0.26421705786104543,0.23981659544742012,-0.2928876066114614,21
17,0.08337034127599832,0.2570456182358015,0.25553426069144064,-1.3289502851613224,0.1413605876398788,0.37597950428165466,0.3370779103197677,-1.1503380089265058,21
18,0.061581003935444446,0.2110647231169307,0.20416534474719908,-0.16383905292879652,0.05032085003742892,0.22432309296510006,0.2052042364032514,-2.7575764276653736,21
19,0.12638969590716204,0.28198258535913984,0.27601122783716237,-1.5460742638824265,0.07173638340448525,0.2678364863204512,0.2042657466476751,-4.760542095738737,21
