NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0034080	GO:0034080		30	-0.33696097	-1.146001	0.26152763	0.39867207	1.0	1613	tags=33%, list=23%, signal=43%	
GO:1902600	GO:1902600		26	-0.34553906	-1.1413778	0.27724138	0.39924267	1.0	2172	tags=38%, list=31%, signal=56%	
GO:0031509	GO:0031509		24	-0.34525076	-1.1111993	0.3031785	0.44357365	1.0	2402	tags=58%, list=34%, signal=89%	
GO:0032933	GO:0032933		16	-0.3764948	-1.0845277	0.34574842	0.48328045	1.0	1194	tags=38%, list=17%, signal=45%	
GO:0009272	GO:0009272		15	-0.3680205	-1.0490118	0.39150122	0.54157054	1.0	1594	tags=40%, list=23%, signal=52%	
GO:0055085	GO:0055085		42	-0.28080606	-1.0424088	0.37719008	0.5452511	1.0	1814	tags=36%, list=26%, signal=48%	
GO:0006506	GO:0006506		25	-0.31236526	-1.013839	0.44153637	0.59226465	1.0	822	tags=20%, list=12%, signal=23%	
GO:0031507	GO:0031507		19	-0.33235094	-1.0056956	0.43961683	0.5989204	1.0	703	tags=21%, list=10%, signal=23%	
GO:0010972	GO:0010972		18	-0.33285907	-0.9998257	0.4496124	0.6012144	1.0	1062	tags=22%, list=15%, signal=26%	
GO:0016192	GO:0016192		37	-0.2725951	-0.9751021	0.5008671	0.6406097	1.0	2384	tags=43%, list=34%, signal=65%	
GO:0006325	GO:0006325		19	-0.3168597	-0.96238303	0.51171607	0.65606093	1.0	1803	tags=47%, list=26%, signal=64%	
GO:0031508	GO:0031508		27	-0.28328222	-0.9400198	0.55364513	0.69125515	1.0	632	tags=19%, list=9%, signal=20%	
GO:0045815	GO:0045815		92	-0.21526559	-0.9205185	0.62480277	0.7203127	1.0	2093	tags=33%, list=30%, signal=46%	
GO:0036503	GO:0036503		34	-0.26056212	-0.9056922	0.60395366	0.74004424	1.0	2167	tags=41%, list=31%, signal=59%	
GO:0033314	GO:0033314		18	-0.29641664	-0.89310056	0.6150628	0.75438863	1.0	2190	tags=44%, list=31%, signal=65%	
GO:0043161	GO:0043161		74	-0.21601537	-0.890345	0.6743744	0.74879086	1.0	793	tags=14%, list=11%, signal=15%	
GO:0140673	GO:0140673		17	-0.2908893	-0.85301477	0.67990077	0.81053334	1.0	2364	tags=41%, list=34%, signal=62%	
GO:0034599	GO:0034599		27	-0.25306407	-0.84084034	0.71585447	0.8212576	1.0	2712	tags=48%, list=39%, signal=78%	
GO:0010971	GO:0010971		19	-0.26028958	-0.7870677	0.76885474	0.9038065	1.0	1580	tags=26%, list=23%, signal=34%	
GO:0006270	GO:0006270		15	-0.27176115	-0.77402073	0.7797937	0.91203785	1.0	1789	tags=27%, list=26%, signal=36%	
GO:0033621	GO:0033621		15	-0.2544978	-0.722724	0.8360071	0.9705626	1.0	1438	tags=27%, list=21%, signal=33%	
GO:0006886	GO:0006886		83	-0.16506344	-0.69315606	0.9710731	0.99079597	1.0	1353	tags=19%, list=19%, signal=24%	
GO:1903475	GO:1903475		20	-0.22339875	-0.6926074	0.89908254	0.97830784	1.0	1367	tags=25%, list=20%, signal=31%	
GO:0007030	GO:0007030		15	-0.24001333	-0.68372184	0.89820987	0.9745248	1.0	1624	tags=27%, list=23%, signal=35%	
GO:0140861	GO:0140861		27	-0.20298676	-0.67771757	0.9186635	0.96757936	1.0	1955	tags=33%, list=28%, signal=46%	
GO:0006335	GO:0006335		15	-0.22769317	-0.64054537	0.9174775	0.9840094	1.0	2190	tags=33%, list=31%, signal=48%	
GO:0006874	GO:0006874		16	-0.21967636	-0.636279	0.9314067	0.9744173	1.0	5466	tags=100%, list=78%, signal=456%	
GO:1902983	GO:1902983		17	-0.20187752	-0.59540623	0.9690327	0.9834998	1.0	2033	tags=35%, list=29%, signal=50%	
GO:0060261	GO:0060261		22	-0.17908941	-0.56231946	0.978517	0.98288894	1.0	2546	tags=36%, list=36%, signal=57%	
