NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0005996	GO:0005996		29	-0.18917498	-0.6776091	0.8941904	1.0	1.0	1758	tags=48%, list=40%, signal=81%	
GO:0006629	GO:0006629		45	-0.17160834	-0.67718	0.9196891	1.0	1.0	1764	tags=42%, list=41%, signal=70%	
GO:0080090	GO:0080090		39	-0.17335083	-0.6672408	0.92516685	1.0	1.0	1070	tags=23%, list=25%, signal=30%	
GO:1901606	GO:1901606		18	-0.20725085	-0.66136533	0.89790577	1.0	1.0	385	tags=17%, list=9%, signal=18%	
GO:2000112	GO:2000112		20	-0.19559282	-0.6451573	0.91298735	1.0	1.0	27	tags=10%, list=1%, signal=10%	
GO:0006082	GO:0006082		176	-0.13184707	-0.63843083	0.98680687	1.0	1.0	1129	tags=23%, list=26%, signal=29%	
GO:0005976	GO:0005976		20	-0.19418979	-0.6324659	0.92619354	1.0	1.0	2192	tags=55%, list=50%, signal=111%	
GO:0006767	GO:0006767		17	-0.2008211	-0.6305597	0.9171025	1.0	1.0	1674	tags=41%, list=39%, signal=67%	
GO:0006766	GO:0006766		18	-0.19409876	-0.61867285	0.9344433	1.0	1.0	1809	tags=44%, list=42%, signal=76%	
GO:0060255	GO:0060255		39	-0.1588642	-0.60922325	0.9594722	1.0	1.0	27	tags=8%, list=1%, signal=8%	
GO:0044255	GO:0044255		42	-0.15519872	-0.6053357	0.9656713	1.0	1.0	2323	tags=57%, list=54%, signal=122%	
GO:0043436	GO:0043436		169	-0.11541464	-0.55624694	0.99875623	1.0	1.0	1129	tags=22%, list=26%, signal=28%	
GO:0019752	GO:0019752		162	-0.1139426	-0.5472466	0.9985426	1.0	1.0	1129	tags=22%, list=26%, signal=28%	
GO:1901607	GO:1901607		28	-0.15067598	-0.5423785	0.98531973	1.0	1.0	1674	tags=36%, list=39%, signal=58%	
GO:0006996	GO:0006996		19	-0.16531931	-0.53408724	0.9787452	1.0	1.0	1158	tags=26%, list=27%, signal=36%	
GO:0033036	GO:0033036		27	-0.12900405	-0.45793092	0.99703115	0.9975705	1.0	2409	tags=56%, list=55%, signal=124%	
